,BG32,BG41,BG43,BG2,BG3,BG6,BG8,BG72,BG68,BG78,BG52,BG53,BG55,BG22,BG25,BG23
TRINITY_DN74482_c0_g1,0.1,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67053_c2_g1,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50711_c7_g5,0,0.389,0.547,0,0,0.48,0,0,0,0,0,0,0,0,0,0
TRINITY_DN36334_c1_g1,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN49468_c1_g2,12.962,28.124,19.315,11.801,16.23,25.505,21.427,18.837,12.859,27.87,25.394,29.035,13.251,15.226,14.898,25.174
TRINITY_DN123939_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN52004_c1_g9,2.956,2.421,3.28,2.177,3.145,2.747,3.427,2.814,2.346,2.369,2.812,2.211,2.864,5.116,4.029,2.78
TRINITY_DN98862_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN65826_c0_g11,0,0,0.595,0,0,0.528,1.184,0,0,0,0.537,0,0,0.54,0,0
TRINITY_DN50590_c4_g2,1.098,4.434,4.421,2.015,3.262,4.688,1.951,1.133,3.115,2.561,1.324,4.974,2.253,2.141,2.587,4.834
TRINITY_DN131060_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN204410_c0_g1,0.21,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0
TRINITY_DN63100_c5_g2,1.328,1.624,1.199,1.606,1.46,1.239,1.951,2.403,1.198,1.323,1.19,1.689,1.514,0.919,0.753,1.618
TRINITY_DN4296_c0_g1,0.499,0.522,0.489,0.55,0.555,0.355,0.427,0.723,0.359,0.201,0.365,0.471,0.622,0.853,0.551,0.301
TRINITY_DN60922_c5_g3,6.85,5.83,8.114,6.337,5.199,6.436,6.505,7.787,5.451,8.286,5.806,16.682,3.404,10.896,8.048,6.213
TRINITY_DN53884_c5_g3,14.23,5.422,13.628,27.957,22.11,19.76,25.155,24.474,17.93,28.666,34.088,33.211,37.897,11.73,10.339,18.587
TRINITY_DN33708_c0_g1,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0
TRINITY_DN82837_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64957_c9_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51525_c4_g1,11.724,7.026,7.385,9.732,8.947,10,8.252,9.809,11.83,8.651,9.971,18.555,15.633,7.637,9.225,12.841
TRINITY_DN121460_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN53508_c6_g1,0,0.076,0.211,0.097,0.097,0,0,0,0.1,0,0.182,0,0,0.464,0,0.28
TRINITY_DN197070_c0_g1,0,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62529_c4_g1,1.468,0.475,1.323,2.867,0.857,1.556,1.748,1.915,1.108,0.729,1.583,1.156,0.563,0.796,1.082,1.411
TRINITY_DN56614_c22_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322
TRINITY_DN1525_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN179404_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60844_c3_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63752_c4_g2,0,0,0.451,0,0.438,1.191,0,0.772,0,0,0,0,0,0,0,0
TRINITY_DN169121_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60575_c1_g1,0,0,0,0,0.555,0,0,0,0,0.47,0,0,0,0,0,0
TRINITY_DN134997_c0_g1,0.15,0.665,0.93,0.862,0.36,0.98,0.738,0.479,0.19,0.614,0.163,0.164,0.469,0.502,0.18,0.84
TRINITY_DN55696_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN122594_c0_g1,0,0.199,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0
TRINITY_DN52774_c3_g1,0.359,0,0,0,0.214,0,0,0.186,0.22,0,0.192,0,0.282,0,0.424,0
TRINITY_DN49895_c0_g1,1.118,1.13,1.247,1.196,1.266,0.932,0.738,0.889,0.958,0.719,0.96,1.351,1.913,1.128,1.272,1.577
TRINITY_DN153210_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10791_c0_g1,0.639,0.551,0.767,0.205,0.74,0.576,0.544,1.045,0.988,1.362,0.787,1.249,0.563,1.374,0.53,0.498
TRINITY_DN55149_c10_g1,5.043,6.419,4.105,3.546,7.906,5.994,7.738,11.089,3.604,13.868,4.981,1.822,1.561,4.766,4.888,4.968
TRINITY_DN62602_c8_g1,0,0,0,0,0,0,0.155,0,0,0,0,0,0.2,0,0,0
TRINITY_DN68109_c5_g3,0,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN96685_c0_g1,0,0,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN180668_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN107946_c0_g1,0,0.133,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0.166
TRINITY_DN68247_c7_g1,59.746,35.008,48.767,44.78,58.328,56.303,52.125,50.385,61.099,57.783,54.895,31,37.369,34.773,48.607,29.147
TRINITY_DN83476_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN57320_c7_g2,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,1.525
TRINITY_DN173899_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62303_c2_g1,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN53308_c0_g6,2.257,1.946,2.378,1.886,1.314,0.903,1.349,1.172,0,1.4,0.307,1.484,2.606,0.606,1.993,0
TRINITY_DN53777_c13_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN52448_c10_g1,0,0,0,0,0,0,0,0,0.749,0,0,0,0,0.673,0,0
TRINITY_DN67507_c2_g3,0,0,0,0,0,0,0,0.342,0,0,0,0,0,0,0,0
TRINITY_DN60692_c5_g1,2.127,2.383,1.928,1.821,2.385,2.104,1.699,2.423,1.667,1.63,1.555,2.784,5.117,2.482,1.633,3.247
TRINITY_DN57097_c2_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0
TRINITY_DN53550_c3_g12,0.24,0.313,0,0.269,0.711,0.519,0.146,0.508,0.589,0.604,0.269,0.256,0.563,0.929,0.286,0.135
TRINITY_DN55918_c8_g1,0,0,0.01,0.075,0.01,0.01,0,0.01,0.01,0,0,0.01,0.035,0,0.011,0
TRINITY_DN139768_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56305_c6_g5,1.308,1.871,0.518,0,0.506,1.393,1.563,2.267,1.058,0.863,0,1.822,1.338,0.929,1.538,4.273
TRINITY_DN95867_c0_g1,0,0,0.096,0,0,0,0,0,0,0,0,0.082,0.129,0,0,0
TRINITY_DN10046_c0_g1,0,0.171,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN54695_c9_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50161_c1_g5,30.268,23.908,26.22,34.412,29.208,29.578,27.194,22.579,28.662,27.448,32.246,25.648,37.862,27.022,38.12,29.572
TRINITY_DN67345_c1_g1,3.575,2.744,3.222,5.292,4.518,3.18,1.709,3.791,4.672,3.75,3.58,14.635,11.607,2.407,2.481,9.304
TRINITY_DN57689_c11_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN174164_c0_g1,0,0.228,0.316,0.302,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN52579_c0_g1,6.171,6.903,6.349,6.682,6.075,5.466,5.66,5.462,5.75,5.706,5.067,8.812,7.746,7.608,5.1,8.537
TRINITY_DN49589_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN70055_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN154689_c0_g1,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0.18,0,0
TRINITY_DN104764_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64122_c4_g1,1.867,1.795,1.985,2.155,0.759,1.22,1.369,1.124,1.478,0.854,1.161,1.515,2.429,1.705,1.018,1.421
TRINITY_DN59632_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN57320_c10_g1,0,0.209,0.384,0.269,0,0.25,0,0.41,0,0,0.173,0.256,0.117,0.426,0,0.436
TRINITY_DN61768_c11_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61249_c13_g1,0,0.171,0.115,0,0,0.317,0.117,0,0.12,0,0.211,0.102,0,0.104,0,0.104
TRINITY_DN151621_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0
TRINITY_DN67148_c7_g2,4.993,13.236,9.37,9.743,7.565,11.47,10.213,6.536,8.915,4.776,13.81,3.777,9.201,9.797,8.875,7.489
TRINITY_DN111508_c0_g1,0,0,0,0.539,0,0,0,0,0,0,0,1.525,0,0,0,0
TRINITY_DN63986_c0_g3,12.003,11.888,12.199,14.162,15.938,15.091,17.883,10.571,11.621,11.605,10.96,14.584,12.91,13.682,15.64,15.092
TRINITY_DN83511_c0_g1,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0
TRINITY_DN58002_c0_g1,4.274,2.839,2.378,4.031,2.687,4.534,2.349,2.57,3.584,3.107,3.551,2.774,4.296,2.662,2.513,3.236
TRINITY_DN61138_c2_g2,0,2.82,1.573,2.188,0,0,0.777,0,0.789,1.304,0.71,0,0,0.711,0,0
TRINITY_DN113508_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67497_c4_g2,1.088,1.253,1.534,1.412,0.633,1.153,0.515,1.016,0.839,0.575,1.152,3.592,4.577,2.501,0.742,2.946
TRINITY_DN66008_c6_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN53436_c3_g1,0,0.076,0,0.205,0.097,0,0,0,0,0.096,0.413,0.297,0.141,0.104,0,0.207
TRINITY_DN68086_c3_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN194316_c0_g1,0,0,0,0,0,0,0,0.147,0.18,0.288,0,0.154,0,0.313,0,0.156
TRINITY_DN140125_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN48382_c0_g1,0,0.38,0.058,0.604,0,0.471,0,0.049,0.619,0,0.48,0,0.153,0,0,1.089
TRINITY_DN54780_c3_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN68246_c7_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10515_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN68325_c4_g1,1.867,9.191,1.333,1.649,2.337,1.518,1.252,4.113,1.418,3.788,3.081,5.967,1.749,2.094,1.538,2.967
TRINITY_DN37928_c0_g1,0.1,0.085,0.173,0.054,0,0.106,0.058,0,0,0,0.106,0.399,0,0.104,0.117,0.104
TRINITY_DN63217_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59708_c3_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN19744_c0_g1,0,0.104,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN16604_c0_g1,0,0.275,0,0.366,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN138633_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66857_c6_g3,2.496,2.136,1.726,2.576,3.067,1.268,2.359,1.993,2.166,1.717,1.939,3.132,3.251,1.781,2.015,2.406
TRINITY_DN58028_c0_g9,0,0,0.067,0,0,0.134,0.068,0.107,0,0,0.058,0.133,0,0.133,0,0
TRINITY_DN58401_c4_g3,0.1,0.351,0.125,0,0,0.106,0,0,0.12,0,0,0,0.317,0.114,0.117,0.114
TRINITY_DN60050_c6_g1,0,0,0,0,0,0,0,0,0,0,0,0.368,0,0,0,0
TRINITY_DN50645_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN34547_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56259_c3_g7,0,0,0.451,0.42,0,0,0.447,0,0,0,0.403,0,0,0,0,0
TRINITY_DN59304_c2_g1,0.07,0.028,0.038,0,0,0,0.117,0.039,0.16,0,0,0,0.047,0.038,0.191,0
TRINITY_DN65117_c2_g2,0.07,0.028,0.048,0.162,0,0.231,0.175,0,0,0.077,0.163,0.154,0.117,0.076,0,0
TRINITY_DN63131_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66080_c1_g2,0.13,0.19,0.211,0.162,0.623,0.365,0.194,0.147,0.13,0.249,0.106,0.113,0.094,0.18,0.064,0.207
TRINITY_DN21057_c0_g1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.176
TRINITY_DN185007_c0_g1,0,0.038,0,0,0.107,0,0,0,0,0,0,0,0.141,0.047,0,0
TRINITY_DN62151_c5_g3,0,0,0.307,0,0,0,0,0.537,0,0.259,0,0,0,0.559,0.297,0
TRINITY_DN78020_c0_g1,0,0,0.086,0,0,0.077,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61087_c8_g10,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55364_c1_g7,0.15,0.066,0.086,0.496,0.175,0.154,0.437,0.234,0,0.441,0.077,0.082,0.223,0.161,0.17,0.166
TRINITY_DN57353_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63517_c5_g2,0.32,0.275,0,0,0,0,0,0,0,0,0,0.665,0,0,0,0.342
TRINITY_DN199796_c0_g1,0,0,0,0,0,0,0,0,0.649,0,0,0,0,0,0,0
TRINITY_DN60629_c2_g3,0,0.085,0,0,0,0,0,0.215,0.09,0.105,0.115,0.113,0,0,0.127,0
TRINITY_DN53894_c7_g9,0.1,0.085,0,0,0.117,0.413,0.117,0.098,0.12,0.096,0.106,0.307,0,0.104,0.117,0.104
TRINITY_DN51413_c16_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN200272_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN34857_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55605_c5_g1,0,0,0.422,0,0,0,0.417,0,0,0,0,0,0,0,0,0
TRINITY_DN119051_c0_g1,0.1,0.427,0.125,0.226,0,0,0,0,0,0,0,0,0,0,0.233,0
TRINITY_DN97664_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN58713_c4_g1,2.487,2.241,2.532,2.921,3.077,2.824,2.592,2.921,2.236,2.925,3.263,2.866,3.075,2.681,2.736,2.344
TRINITY_DN53797_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67786_c12_g4,1.847,3.504,1.774,2.878,0.428,1.566,0,2.013,1.787,4.412,0.403,2.722,1.138,2.975,2.174,0.809
TRINITY_DN54621_c9_g11,0,0,0,0,0.779,0,0.796,0,0,0,0,0,0,0,0,0
TRINITY_DN64590_c1_g1,0,0,0,0.701,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66960_c0_g6,0.3,0.513,0.355,0.657,0,0,0.175,0.459,0.899,0.144,0,1.402,0.915,0.161,0.17,1.618
TRINITY_DN55073_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135
TRINITY_DN187228_c0_g1,0.21,0.18,0,0.075,0,0.221,0.078,0,0.25,0.067,0,0.072,0,0,0,0
TRINITY_DN60423_c6_g1,0,0.893,0,0.582,0.604,0,0,1.075,0,1.544,0.557,1.095,0,1.677,1.219,0
TRINITY_DN55796_c2_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55647_c2_g1,0.04,0.266,0.105,0.097,0.302,0.461,0.262,0.137,0.21,0.221,0.096,0.317,0,0.379,0.201,0.332
TRINITY_DN52370_c3_g1,0,0.361,0.249,0,0,0,0.243,0,0.25,0.201,0.672,0.215,0,0,0.488,0.456
TRINITY_DN50082_c0_g1,0.02,0.304,0.058,0.097,0.039,0.058,0.029,0.068,0.08,0.029,0.096,0.02,0.07,0.038,0.042,0.021
TRINITY_DN130096_c0_g1,0,0,0,0,0,0,0,0,0,0.173,0,0,0,0.189,0,0
TRINITY_DN79853_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN58723_c4_g1,0.25,0.294,0.307,0.097,0.292,0.807,0.097,0.176,0.2,0.086,0.096,0.174,0,0.095,0,0.55
TRINITY_DN172023_c0_g1,0.679,0.294,0.403,0.183,0.399,0.538,0,0.352,0,0.173,0,0,0.258,0,0.403,0.187
TRINITY_DN71666_c0_g1,0,0,0,0,0,0.298,0,0.596,0,0,0,0,0.434,0,0,0
TRINITY_DN68460_c0_g1,0.05,0.047,0.067,0,0.058,0,0.068,0.059,0.07,0.058,0,0,0.082,0,0,0.062
TRINITY_DN65725_c3_g1,19.592,10.938,15.843,15.401,20.864,16.897,15.572,21.973,21.295,21.118,24.827,13.039,15.41,14.364,15.248,12.748
TRINITY_DN74414_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN101846_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67497_c1_g1,0,0,0,0,0,0,0,0.147,0,0,0.154,0,0,0,0,0
TRINITY_DN60750_c21_g1,0,0.171,0,0,0.458,0,0,0,0,0.384,0.422,0,0,0,0,0
TRINITY_DN55745_c4_g1,3.885,3.352,2.158,5.658,5.588,6.35,7.136,3.732,4.712,9.226,5.499,3.777,3.685,2.179,4.263,2.624
TRINITY_DN55550_c5_g2,0.27,0.028,0.067,0.054,0,0.086,0.379,0.059,0.13,0.326,0.288,0,0.082,0,0.159,0.093
TRINITY_DN139966_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN187834_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
