,GG595,GG596,GG826,GG823,GG607,GG831,GG646,GG815,GG633,GG806,GG808,GG811,GG797,GG675,GG671
TRINITY_DN56932_c0_g1,50.281,24.531,36.211,28.537,33.568,24.406,24.035,25.378,19.768,32.666,31.191,30.956,20.093,21.654,16.273
TRINITY_DN54665_c7_g1,30.101,6.647,10.826,6.905,26.698,4.048,3.383,6.798,14.163,11.908,14.739,14.948,7.503,64.063,6.497
TRINITY_DN50981_c4_g1,40.25,52.552,45.966,42.378,42.234,50.62,44.892,44.809,42.427,45.773,51.204,53.665,41.295,38.06,41.08
TRINITY_DN55547_c3_g4,11.534,6.03,7.304,10.066,9.216,7.32,11.098,9.69,9.926,7.265,6.084,9.183,11.601,8.014,8.177
TRINITY_DN53845_c5_g5,10.97,13.403,11.443,6.09,6.67,10.847,9.133,10.244,7.066,6.066,7.788,5.142,9.621,8.566,8.055
TRINITY_DN48232_c0_g1,262.286,553.256,804.557,375.745,321.817,626.595,621.418,758.864,666.888,360.707,127.497,318.965,561.871,407.39,658.402
TRINITY_DN67360_c3_g1,32.614,25.609,17.753,20.041,29.823,21.812,28.259,25.245,36.3,18.248,21.413,22.334,28.596,27.728,26.344
TRINITY_DN51443_c10_g1,39.617,52.885,38.893,31.487,48.165,37.543,27.624,36.914,34.599,48.78,45.263,35.6,36.178,29.637,33.025
TRINITY_DN52682_c5_g1,4.936,11.55,5.944,6.553,7.728,11.958,6.825,8.101,8.11,9.368,7.807,1.6,8.057,6.646,7.21
TRINITY_DN67359_c2_g3,13.809,7.961,10.102,15.331,13.319,12.016,14.658,13.125,12.389,11.217,14.186,13.38,9.74,9.464,16.354
TRINITY_DN56971_c3_g1,6.825,7.363,7.7,7.519,7.149,7.801,6.991,9.372,6.064,6.94,7.883,7.002,7.533,8.218,6.548
TRINITY_DN65794_c1_g2,69.432,62.219,56.888,62.641,43.602,50.208,67.675,55.196,67.726,40.642,47.815,104.067,62.497,97.988,78.697
TRINITY_DN55535_c6_g1,19.26,26.041,29.631,4.187,21.097,4.726,9.446,13.043,14.831,10.709,13.472,8.84,15.352,5.523,11.528
TRINITY_DN50961_c5_g4,244.312,343.039,338.771,262.543,280.931,254.989,272.09,324.81,323.623,271.366,253.641,346.202,304.468,294.751,323.972
TRINITY_DN56311_c2_g1,30.171,26.845,41.991,18.109,43.951,62.47,27.917,34.627,28.243,31.863,28.887,26.116,32.684,26.912,33.137
TRINITY_DN67361_c3_g3,83.755,99.682,78.964,90.413,86.445,91.985,95.094,87.506,90.479,94.797,91.012,104.504,76.919,87.167,86.691
TRINITY_DN63123_c1_g1,16.826,23.06,17.946,27.672,19.15,14.06,10.697,15.688,38.909,25.259,36.961,23.041,19.222,27.34,16.1
TRINITY_DN59739_c6_g1,11.87,19.883,16.229,11.596,17.672,14.345,10.072,14.078,16.793,19.843,17.576,17.327,13.551,17.815,17.047
TRINITY_DN52878_c0_g2,35.918,38.041,40.215,48.961,39.269,42.593,38.399,44.276,39.463,45.417,40.179,47.027,34.673,40.173,47.495
TRINITY_DN58305_c5_g1,6.004,12.56,11.578,8.325,7.209,6.612,7.744,7.26,9.101,11.136,9.93,8.882,7.463,9.311,7.627
TRINITY_DN55415_c8_g2,9.239,8.618,9.301,9.855,8.806,9.629,8.81,10.52,8.506,8.586,9.74,8.747,10.096,10.199,9.674
TRINITY_DN49933_c11_g1,69.323,75.426,71.467,80.136,74.813,74.614,66.209,80.267,68.165,91.272,84.804,79.739,83.541,75.477,78.096
TRINITY_DN65660_c4_g7,18.023,22.864,16.538,19.971,18.012,15.436,14.335,17.575,22.012,20.971,15.138,18.948,15.322,16.018,18.442
TRINITY_DN63239_c0_g1,3.442,5.755,2.846,3.523,3.145,12.085,5.877,3.209,7.703,1.687,4.523,8.217,2.296,1.337,5.265
TRINITY_DN49293_c0_g2,33.573,66.876,72.104,72.757,47.136,60.554,60.889,77.17,94.977,65.576,42.911,50.818,54.272,38.509,64.165
TRINITY_DN53775_c4_g1,7.963,9.942,7.931,4.681,6.37,7.85,5.515,6.183,6.575,6.868,8.921,6.95,5.751,7.085,3.717
TRINITY_DN53847_c3_g1,17.855,14.53,17.628,17.364,16.374,18.904,18.266,20.333,18.578,19.569,16.252,18.885,17.817,18.938,16.589
TRINITY_DN57157_c3_g1,8.349,9.893,7.275,7.68,9.325,8.469,9.475,10.387,8.736,11.278,10.007,10.357,8.948,8.617,9.073
TRINITY_DN53486_c1_g2,9.506,6.294,9.861,9.19,9.515,11.466,8.37,7.311,9.821,6.36,8.093,8.134,8.433,7.351,10.071
TRINITY_DN52441_c5_g3,15.471,13.609,14.483,13.629,13.808,15.121,14.325,13.73,13.756,15.312,16.176,11.406,13.729,13.64,12.189
TRINITY_DN49771_c1_g4,12.157,9.53,10.199,11.828,14.657,13.294,10.091,12.089,12.337,11.492,15.453,10.305,13.145,13.507,8.961
TRINITY_DN67983_c4_g1,10.575,8.873,8.713,10.73,11.602,13.254,10.013,13.125,10.145,10.831,10.188,9.661,12.115,10.863,12.352
TRINITY_DN52010_c0_g2,29.231,17.668,22.298,17.203,32.02,29.476,29.374,16.898,32.699,18.634,15.234,19.498,24.3,34.395,20.662
TRINITY_DN59225_c5_g7,8.863,11.256,7.883,9.039,10.454,6.249,7.842,6.973,16.835,9.114,9.074,9.661,9.888,10.934,6.548
TRINITY_DN64112_c2_g4,39.044,27.57,23.369,30.792,29.324,32.335,40.208,40.964,31.259,32.453,27.164,35.974,24.34,33.486,27.179
TRINITY_DN63776_c3_g1,2.79,2.883,2.489,5.335,2.626,4.461,4.782,5.609,14.288,3.505,3.732,2.67,3.593,3.961,3.554
TRINITY_DN50012_c0_g1,18.083,24.835,13.952,7.872,13.279,13.087,10.727,19.974,15.499,11.847,15.51,13.889,22.716,7.432,24.175
TRINITY_DN66367_c0_g4,6.173,9.314,15.708,6.915,2.496,24.907,16.271,9.772,11.491,12.081,22.422,9.9,14.352,14.456,8.992
TRINITY_DN48213_c0_g1,38.43,50.179,55.238,51.548,48.275,45.344,53.604,67.429,46.539,49.197,44.825,50.901,55.499,44.237,45.927
TRINITY_DN54908_c7_g2,6.014,10.157,3.898,4.701,5.791,9.246,10.199,5.752,5.751,5.822,6.055,9.36,4.256,4.849,4.888
TRINITY_DN58091_c3_g1,7.963,26.08,6.648,24.098,20.987,43.134,24.367,20.128,12.055,12.274,12.311,28.733,28.061,9.974,13.096
TRINITY_DN65153_c1_g1,4.313,5.706,14.714,3.372,4.812,6.662,9.064,6.501,2.348,7.072,6.484,2.14,4.444,1.705,2.312
TRINITY_DN52552_c6_g1,3.146,4.794,6.773,5.748,5.551,4.579,10.482,9.003,7.431,3.922,6.036,8.56,6.038,5.197,6.517
TRINITY_DN55248_c2_g2,147.301,163.068,132.215,173.76,160.07,132.486,155.406,172.192,140.254,203.474,176.797,168.774,197.974,172.393,170.947
TRINITY_DN62614_c5_g6,24.384,20.57,23.465,25.326,26.319,21.233,23.918,25.778,23.755,21.865,18.709,24.578,26.003,19.653,27.373
TRINITY_DN65772_c2_g2,32.406,37.149,37.253,41.019,36.942,34.988,32.65,39.046,36.321,38.498,33.876,34.831,37.475,36.202,33.361
TRINITY_DN53357_c0_g1,18.221,15.354,13.074,18.522,15.785,20.113,16.603,18.539,16.501,14.956,16.157,17.151,18.529,15.549,17.75
TRINITY_DN52823_c6_g1,12.246,15.413,20.889,13.78,9.775,10.72,16.261,12.571,11.773,12.66,16.833,15.426,9.72,11.587,17.261
TRINITY_DN55409_c3_g2,15.966,17.54,12.157,14.072,17.303,15.387,13.905,15.965,14.956,16.653,20.051,14.959,15.263,16.651,14.165
TRINITY_DN59557_c4_g1,20.842,19.099,13.45,11.556,16.574,13.205,13.171,9.926,16.031,19.142,19.87,18.158,13.541,19.326,16.894
TRINITY_DN49667_c0_g1,36.224,32.561,27.759,28.708,31.081,28.612,29.511,28.28,35.799,29.994,30.867,35.257,36.267,38.56,30.784
TRINITY_DN64117_c0_g4,6.736,11.687,9.803,7.872,14.368,4.078,9.377,8.347,4.697,6.35,5.598,7.957,6.582,13.925,5.784
TRINITY_DN57915_c4_g1,12.869,10.863,7.236,6.241,12.201,9.531,7.813,6.901,16.031,9.104,2.904,16.33,20.083,6.82,2.556
TRINITY_DN57877_c0_g1,16.035,13.618,13.576,13.75,16.824,15.583,16.408,14.878,15.009,13.615,16.795,15.634,16.283,15.089,15.55
TRINITY_DN52195_c1_g4,13.166,9.814,6.928,10.086,9.974,7.85,5.446,6.901,10.677,6.614,9.483,9.734,9.601,13.435,8.31
TRINITY_DN51793_c6_g1,3.611,0.804,2.026,3.684,3.944,10.091,4.713,4.696,3.872,1.524,3.028,5.537,3.93,5.493,6.049
TRINITY_DN54075_c8_g3,18.557,15.462,8.578,9.824,10.843,14.217,9.387,12.725,8.872,10.455,17.785,13.723,8.839,11.322,7.78
TRINITY_DN52531_c4_g1,22.722,25.639,13.026,20.394,21.397,15.357,19.811,16.509,23.097,18.431,25.983,22.417,23.162,17.417,16.222
TRINITY_DN52686_c3_g1,8.606,12.922,10.17,9.371,9.216,11.977,9.827,8.265,12.629,10.343,12.577,12.185,11.036,7.616,10.336
TRINITY_DN62887_c3_g4,18.686,25.031,21.854,21.501,23.713,26.489,22.285,24.025,19.778,24.913,25.231,25.482,23.32,26.309,23.361
TRINITY_DN67767_c0_g2,27.153,11.501,16.875,17.213,19,17.44,21.972,24.24,9.748,8.687,9.331,18.345,10.076,9.076,19.134
TRINITY_DN53053_c4_g4,61.103,118.448,85.033,114.753,58.579,111.656,148.16,122.943,126.278,106.888,74.398,110.622,88.51,95.936,137.363
TRINITY_DN58750_c6_g1,8.022,6.765,8.529,9.583,8.706,8.902,7.94,8.131,7.097,8.636,9.15,8.3,9.146,9.25,7.872
TRINITY_DN66351_c1_g1,8.379,13.511,10.507,8.677,7.858,9.413,8.879,9.3,7.202,11.298,10.483,9.765,5.008,10.036,7.77
TRINITY_DN55433_c3_g1,9.833,12.265,10.777,11.596,13.699,13.756,12.536,14.53,14.267,11.39,10.968,13.079,16.708,14.467,11.772
TRINITY_DN51598_c3_g1,13.057,11.756,11.212,11.989,12.341,11.623,10.14,11.792,11.773,12.375,10.768,11.884,12.64,11.302,11.568
TRINITY_DN57865_c4_g1,10.624,10.197,10.594,13.327,8.267,11.938,10.903,10.931,10.594,11.532,8.893,9.484,9.245,10.822,12.464
TRINITY_DN63720_c3_g3,7.933,8.883,8.645,9.13,8.067,6.436,8.585,7.711,6.878,8.159,6.236,8.518,7.909,7.922,7.495
TRINITY_DN67578_c3_g1,28.41,63.533,57.351,40.415,36.283,23.945,53.37,49.126,46.007,53.414,27.697,45.801,47.492,33.221,38.636
TRINITY_DN60462_c4_g2,14.047,10.069,10.478,7.519,11.272,4.638,7.715,9.618,11.846,7.549,10.178,8.653,8.997,8.637,9.033
TRINITY_DN59396_c3_g1,7.013,5.932,7.989,7.771,6.57,7.163,6.239,6.952,7.734,7.783,7.236,9.183,7.226,7.085,9.318
TRINITY_DN67646_c7_g1,9.694,10.099,15.949,14.223,13.429,9.875,18.315,11.956,13.433,19.295,14.529,10.097,15.708,11.587,9.99
TRINITY_DN65171_c4_g2,5.124,6.814,7.526,4.047,7.468,9.216,5.994,8.562,3.006,6.371,4.599,5.007,8.503,7.412,5.754
TRINITY_DN65641_c1_g1,9.744,6.304,9.166,7.147,10.753,10.562,6.63,6.46,8.204,8.718,5.827,7.822,6.79,9.096,6.141
TRINITY_DN49414_c0_g1,21.367,22.923,25.154,25.115,29.624,22.746,18.97,21.451,23.463,21.489,31.105,23.768,26.982,24.012,22.169
TRINITY_DN49199_c0_g2,22.069,18.285,19.172,20.364,18.042,16.359,16.75,19.667,18.954,15.678,19.214,24.069,19.905,16.243,15.153
TRINITY_DN47233_c1_g1,0,0,0,0,0,0,0,0,0,20.575,0,0,0,0,0
TRINITY_DN62243_c1_g3,8.487,14.422,18.747,2.678,3.245,5.424,8.067,4.901,5.887,10.841,11.93,3.044,10.165,1.817,8.707
TRINITY_DN65616_c0_g1,9.021,17.04,15.766,6.241,15.066,10.798,7.187,4.143,14.121,13.595,16.214,7.126,7.622,7.606,9.114
TRINITY_DN60355_c5_g1,11.762,11.805,11.453,11.797,12.471,12.164,12.624,12.274,11.157,14.428,10.445,12.32,10.947,12.108,12.811
TRINITY_DN66442_c0_g1,11.059,9.108,5.722,6.714,7.778,7.379,4.87,3.23,7.389,7.824,6.541,4.218,7.661,9.199,4.501
TRINITY_DN63258_c6_g1,2402.8,1639.719,1398.148,2242.281,1700.974,1755.386,2051.216,2458.33,2246.665,2324.128,1262.426,2074.855,1976.362,1737.91,1662.366
TRINITY_DN49671_c2_g2,9.289,14.295,4.815,5.174,2.995,8.106,6.356,10.203,6.659,4.044,6.808,5.485,5.583,3.818,9.511
TRINITY_DN51831_c2_g1,10.119,14.256,13.672,9.22,8.437,15.956,13.621,14.489,15.802,9.693,12.606,15.727,12.977,6.177,11.69
TRINITY_DN55939_c0_g2,7.518,8.324,7.69,9.22,7.848,7.929,7.95,8.531,9.706,8.21,7.074,9.1,9.037,8.208,9.236
TRINITY_DN58038_c2_g1,10.96,16.923,7.323,8.244,6.27,14.561,10.14,12.479,24.955,16.003,3.694,10.575,6.226,16.069,14.226
TRINITY_DN51613_c2_g1,82.578,86.681,79.881,73.673,94.922,80.617,64.713,71.674,74.469,86.537,118.909,79.333,86.322,86.186,71.558
TRINITY_DN47416_c0_g1,11.297,11.746,12.263,13.368,16.384,10.926,10.14,12.151,14.194,13.351,16.471,12.081,13.937,12.374,13.411
TRINITY_DN52326_c5_g2,43.683,44.189,41.585,29.403,32.13,31.775,33.921,33.356,45.036,34.942,39.817,41.147,39.692,46.319,36.09
TRINITY_DN63320_c7_g1,5.282,7.844,5.133,7.66,9.595,9.088,6.62,6.429,7.473,6.828,7.465,10.627,7.928,6.044,6.701
TRINITY_DN59571_c2_g4,11.198,19.03,15.168,40.033,9.395,9.688,9.358,4.881,118.753,21.591,23.165,34.997,12.096,9.74,19.521
TRINITY_DN56551_c1_g4,9.991,11.118,13.527,13.327,15.686,12.4,16.897,14.325,13.923,13.361,13.729,12.507,17.243,14.16,18.646
TRINITY_DN52267_c5_g2,13.819,9.216,11.646,7.056,8.666,8.391,10.707,11.136,10.187,16.175,8.293,21.482,7.137,11.036,21.599
TRINITY_DN52558_c4_g4,10.743,8.51,10.189,12.13,11.702,12.125,8.791,10.736,10.688,9.337,12.73,12.798,15.738,10.311,11.283
TRINITY_DN55461_c1_g3,297.442,195.217,123.55,234.005,291.495,226.977,191.498,215.832,285.934,180.155,201.409,236.432,206.645,326.083,276.895
TRINITY_DN54405_c2_g1,164.355,434.534,222.564,173.992,178.741,486.328,419.497,195.632,299.743,174.74,301.142,408.094,133.873,76.028,244.919
TRINITY_DN56928_c1_g3,25.581,28.021,22.693,26.363,21.616,25.811,24.387,28.885,22.763,32.727,23.965,27.206,22.756,24.155,22.088
TRINITY_DN51678_c13_g1,8.517,6.314,4.709,6.845,7.159,6.603,5.27,6.47,9.738,5.751,10.14,4.602,7.73,5.054,5.56
TRINITY_DN50643_c3_g4,24.631,28.6,28.753,24.974,30.882,25.88,25.824,24.24,24.391,31.558,34.123,32.67,22.004,21.409,23.483
TRINITY_DN52469_c5_g1,36.304,9.667,9.813,18.813,20.608,11.741,13.377,25.163,13.443,10.455,17.966,22.064,30.229,26.105,28.187
TRINITY_DN57338_c1_g2,100.028,99.986,75.278,61.685,75.043,77.483,65.407,72.31,71.17,71.733,72.836,102.665,61.765,87.881,95.163
TRINITY_DN52826_c2_g2,11.435,28.247,17.589,9.764,12.361,14.07,9.739,16.662,11.293,13.778,18.804,14.865,16.302,18.356,10.02
TRINITY_DN62770_c2_g1,3.957,5.961,7.4,1.56,2.466,11.466,6.17,3.507,5.699,5.304,4.999,1.434,4.929,8.882,2.454
TRINITY_DN62173_c0_g1,139.645,52.209,49.227,266.71,365.389,440.08,558.534,429.101,607.094,572.106,47.615,170.115,197.192,323.317,209.298
TRINITY_DN63897_c8_g1,46.73,26.227,43.756,51.307,45.828,36.727,42.418,33.694,44.211,25.228,24.231,35.226,38.019,48.759,51.741
TRINITY_DN65388_c6_g2,72.202,106.055,69.306,75.505,60.246,75.901,83.311,93.207,99.893,108.392,61.125,109.407,52.53,72.424,87.76
TRINITY_DN64083_c2_g1,14.571,13.511,16.403,15.924,12.181,12.97,14.061,13.463,12.41,11.766,16.138,11.977,17.837,11.996,11.12
TRINITY_DN53250_c3_g3,10.416,8.883,8.964,10.116,11.592,9.924,8.957,9.403,8.59,10.089,10.749,9.11,9.522,10.638,7.047
TRINITY_DN48931_c0_g2,24.957,34.178,35.323,28.849,24.492,24.092,24.514,31.131,28.754,36.71,34.695,28.474,30.793,29.26,30.815
TRINITY_DN64782_c0_g1,9.674,9.903,11.617,1.661,7.219,2.967,6.874,5.547,4.467,9.012,4.38,11.157,8.493,4.206,13.961
TRINITY_DN52392_c8_g3,24.888,22.746,23.996,24.561,23.893,23.669,23.575,23.133,21.25,25.208,23.85,24.339,22.251,26.656,25.458
TRINITY_DN62916_c7_g1,9.516,8.167,5.606,13.599,9.645,12.557,13.807,11.382,9.289,7.133,11.901,8.508,7.523,7.31,9.053
TRINITY_DN58451_c5_g2,76.969,86.917,48.716,62.943,79.696,77.955,4.889,44.255,53.093,86.882,140.102,92.422,74.078,142,31.436
TRINITY_DN63187_c2_g1,8.2,14.648,13.46,5.526,12.77,9.54,8.018,3.609,12.305,12.04,13.625,6.918,6.879,7.422,9.552
TRINITY_DN60328_c6_g2,7.33,12.393,5.413,7.016,5.032,7.104,6.815,4.132,4.665,7.305,6.046,9.443,7.503,5.043,6.925
TRINITY_DN68239_c9_g1,9.823,4.206,5.365,5.315,10.294,3.861,3.95,6.542,5.928,8.575,3.047,4.924,10.878,8.943,9.277
TRINITY_DN54695_c8_g3,6.568,7,6.542,7.016,6.44,5.807,6.913,9.392,5.897,8.393,4.941,7.978,5.899,5.217,7.159
TRINITY_DN64299_c4_g1,9.902,8.353,9.996,9.875,9.645,9.108,9.808,10.725,11.825,8.85,10.111,9.1,9.71,9.372,11.232
TRINITY_DN61510_c1_g1,7.617,8.932,6.31,9.492,9.256,10.179,7.842,10.346,10.427,13.361,9.026,8.051,6.374,8.361,8.941
TRINITY_DN68324_c2_g1,4.491,4.441,9.166,8.868,4.463,6.003,5.153,8.849,3.684,6.432,5.846,3.21,2.712,5.197,7.088
TRINITY_DN50943_c4_g1,32.653,32.982,33.664,32.986,40.716,35.588,27.614,34.566,33.754,37.309,38.884,34.249,38.049,39.306,29.756
TRINITY_DN53544_c14_g2,43.515,53.091,42.396,46.193,53.207,49.255,44.335,53.812,50.902,50.772,50.585,57.809,52.233,53.456,56.65
TRINITY_DN49871_c5_g1,5.5,8.746,6.088,4.671,5.931,5.227,4.938,4.358,10.907,8.596,5.903,6.316,4.118,6.166,5.418
TRINITY_DN56149_c8_g4,8.497,22.952,21.777,12.532,9.335,6.387,8.214,13.207,9.122,22.678,14.339,11.198,9.126,24.778,9.583
TRINITY_DN50121_c1_g1,7.419,7.373,10.98,9.673,7.239,9.049,8.106,7.044,7.619,10.11,6.293,7.843,7.265,6.442,9.756
TRINITY_DN49679_c0_g1,15.54,22.688,21.092,19.458,8.567,39.655,24.974,20.672,33.117,16.623,13.853,21.233,22.281,20.633,27.088
TRINITY_DN58902_c0_g2,8.626,7.922,7.68,8.345,8.796,7.153,7.695,8.275,6.972,7.956,8.769,6.908,9.601,7.381,6.792
TRINITY_DN54941_c6_g2,60.826,48.601,38.98,26.041,11.242,44.254,31.026,16.56,29.276,82.818,50.033,31.974,19.856,31.832,38.91
TRINITY_DN54851_c0_g1,11.376,5.647,11.607,10.116,10.583,8.145,15.939,16.601,9.07,8.941,7.874,13.068,9.977,9.678,10.479
TRINITY_DN64789_c12_g2,20.714,14.785,17.628,18.612,17.283,18.354,20.202,23.266,19.288,19.752,15.862,16.434,15.956,17.121,21.792
TRINITY_DN39108_c0_g1,16.965,16.834,17.995,21.793,23.214,19.985,23.302,33.468,14.205,25.31,18.319,21.981,18.411,18.448,18.503
TRINITY_DN67127_c4_g9,12.81,13.56,19.5,29.806,18.112,19.553,24.426,23.133,11.94,11.746,13.748,13.681,30.358,26.064,23.707
TRINITY_DN49773_c3_g1,51.32,30.806,46.178,48.156,47.775,44.706,53.614,66.865,38.868,55.212,44.397,39.163,55.796,52.322,44.572
TRINITY_DN56328_c6_g1,7.063,2.196,30.991,1.882,31.521,0,3.765,1.846,0,0.559,2.704,17.244,2.366,0.837,0
TRINITY_DN50048_c0_g1,25.225,29.629,26.321,23.293,28.266,22.893,23.174,17.596,22.273,28.693,32.562,24.225,24.132,29.403,22.678
TRINITY_DN60433_c1_g1,14.096,16.138,14.521,14.505,15.666,14.571,12.477,16.816,13.902,14.601,14.51,15.769,15.728,16.457,13.9
TRINITY_DN60752_c6_g1,9.684,12.785,13.141,7.58,12.291,10.985,9.358,9.68,8.59,16.907,10.559,7.936,13.976,12.557,9.756
TRINITY_DN64480_c4_g1,16.816,14.981,15.486,16.438,16.265,20.506,14.589,17.78,17.795,19.315,13.444,16.662,15.778,16.743,17.444
TRINITY_DN54810_c2_g4,13.631,15.02,21.217,14.425,14.767,16.693,23.566,17.883,14.059,14.509,16.7,17.452,19.618,13.803,14.206
TRINITY_DN63940_c7_g2,14.868,11.991,18.178,30.399,46.777,27.167,30.127,20.754,36.185,25.015,4.875,29.118,32.159,56.008,27.556
TRINITY_DN50895_c1_g1,243.986,134.056,117.066,209.837,427.203,126.394,85.149,77.078,316.692,211.856,313.995,178.28,146.167,339.866,152.495
TRINITY_DN48818_c0_g1,75.278,87.623,94.865,148.857,101.491,91.789,94.878,102.897,72.36,110.526,75.54,93.513,100.239,76.671,94.023
TRINITY_DN57529_c6_g1,9.655,13.638,8.848,10.751,12.58,9.796,12.458,11.843,10.688,14.082,12.644,10.461,12.204,12.272,11.141
TRINITY_DN51447_c1_g1,21.456,24.864,26.235,26.051,31.98,30.655,23.507,23.235,24.694,30.776,28.839,24.048,37.752,32.904,23.544
TRINITY_DN50575_c2_g2,7.963,9.54,8.655,8.949,8.437,7.281,8.243,8.818,8.099,10.11,6.227,10.43,8.433,8.494,9.043
TRINITY_DN59391_c3_g1,5.797,6.755,15.621,14.304,7.468,7.349,13.768,11.802,7.504,7.397,6.998,7.334,9.868,11.353,12.953
TRINITY_DN51389_c2_g3,25.798,24.992,26.871,31.094,30.363,30.036,28.24,31.161,31.374,29.719,31.267,29.045,29.457,31.424,30.754
TRINITY_DN50982_c0_g2,27.658,24.139,18.053,22.568,21.816,34.163,19.322,19.421,21.949,28.266,33.6,21.638,21.212,21.664,13.554
TRINITY_DN66582_c2_g2,3.324,8.951,5.982,6.573,4.173,15.406,6.366,5.896,3.121,3.8,5.703,18.563,3.712,5.217,8.768
TRINITY_DN55808_c3_g4,14.64,4.265,10.536,9.412,14.168,7.919,9.485,8.531,12.483,13.788,9.816,7.687,15.194,16.222,8.391
TRINITY_DN62896_c5_g1,300.429,879.186,529.881,263.287,214.076,453.698,200.073,141.021,432.408,615.532,416.004,407.336,295.095,448.972,342.811
TRINITY_DN62191_c4_g1,14.838,17.197,11.366,13.74,11.632,21.871,15.195,11.177,11.011,6.787,17.69,21.462,11.086,8.218,18.595
TRINITY_DN52980_c0_g3,5.708,12.883,13.769,5.838,10.803,10.209,8.155,8.654,8.35,10.983,14.567,10.409,11.106,15.416,10.713
TRINITY_DN67869_c4_g11,7.399,5.687,0.531,1.741,1.538,0.383,26.411,0.502,4.571,1.372,1.2,1.06,0.525,0.858,1.354
TRINITY_DN66270_c3_g1,7.993,9.706,9.919,5.939,7.458,8.253,7.187,6.932,8.245,10.364,8.398,5.869,8.225,8.8,6.507
TRINITY_DN50837_c0_g1,13.087,8.353,8.684,10.428,10.833,10.346,12.34,11.966,11.585,8.108,7.636,11.344,13.343,11.843,12.169
TRINITY_DN55117_c1_g2,4.501,2.186,0.261,1.379,1.508,0.354,20.309,0.338,4.874,0.894,0.4,0.8,1.287,0.613,1.232
TRINITY_DN57334_c6_g3,19.764,25.05,21.439,23.595,25.44,25.566,26.792,36.032,18.714,33.763,22.156,25.087,17.787,26.871,23.299
TRINITY_DN50810_c0_g1,5.49,10.255,3.734,12.583,5.002,4.667,7.793,12.725,10.74,5.598,0.524,4.986,5.83,8.116,6.792
TRINITY_DN61643_c7_g2,8.745,11.148,12.292,9.875,11.901,10.611,9.641,10.141,9.352,12.823,12.482,10.741,9.928,9.791,10.285
TRINITY_DN48408_c0_g1,10.189,12.687,9.417,12.452,18.861,12.596,9.651,16.027,5.02,11.949,11.168,11.365,9.928,14.375,8.473
TRINITY_DN45995_c0_g1,5.965,9.726,6.802,11.123,7.448,6.77,6.297,7.824,5.532,8.321,7.636,8.788,6.582,10.383,7.312
TRINITY_DN57672_c2_g3,37.51,29.766,30.49,19.659,25.8,19.523,44.931,52.038,45.798,57.833,6.741,60.479,24.419,31.016,49.766
TRINITY_DN37565_c0_g1,0.099,0,0.801,0.393,0.11,0.442,0,2.543,0,21.571,0.467,0.104,0,0.531,0.54
TRINITY_DN58120_c0_g1,11.791,14.56,15.303,13.529,12.241,10.248,12.634,17.073,12.639,16.46,10.787,14.408,10.255,12.619,11.629
TRINITY_DN67906_c3_g3,23.207,32.629,38.112,44.391,31.121,27.894,28.553,41.436,19.434,28.805,22.432,30.292,23.647,29.607,27.76
TRINITY_DN66832_c2_g5,10.169,7.657,6.629,10.962,7.928,9.678,8.087,9.331,8.464,7.956,6.665,7.105,8.76,6.136,6.395
TRINITY_DN58755_c3_g2,276.748,321.253,220.258,216.098,256.13,267.182,232.967,232.064,248.006,306.714,322.973,279.854,220.571,220.499,188.3
TRINITY_DN61472_c0_g2,36.185,39.492,38.498,37.707,47.256,38.358,33.549,46.091,39.838,52.398,44.387,44.71,43.344,46.963,34.318
TRINITY_DN60749_c4_g4,5.698,22.844,9.697,15.401,11.153,26.853,19.821,23.44,13.359,17.669,11.578,19.966,23.102,11.475,5.214
TRINITY_DN50236_c1_g1,3.581,3.059,2.287,4.741,5.901,4.136,1.946,3.25,11.335,5.507,4.618,2.046,1.217,2.134,4.745
TRINITY_DN62523_c6_g1,11.999,5.991,16.19,17.022,10.304,10.317,20.769,11.31,7.254,7.529,9.578,16.933,10.769,11.587,15.041
TRINITY_DN51895_c10_g2,69.204,86.436,74.13,47.21,84.468,63.04,58.494,59.544,71.63,62.589,57.641,78.918,49.6,61.623,68.137
TRINITY_DN52294_c0_g1,11.356,19.932,24.691,22.004,15.336,13.254,11.431,19.164,15.603,14.103,21.137,17.867,18.559,18.601,23.493
TRINITY_DN65976_c3_g1,8.289,5.363,12.215,3.402,4.703,8.253,10.727,5.988,6.147,3.241,9.302,6.233,2.247,17.989,7.8
TRINITY_DN52601_c1_g2,9.229,11.363,10.864,10.348,14.887,12.94,11.265,10.715,9.185,13.737,9.892,11.406,9.948,12.006,12.22
TRINITY_DN54099_c7_g2,7.637,9.471,9.321,12.562,9.056,12.262,7.969,18.375,11.543,14.489,9.692,8.279,11.076,8.627,8.554
TRINITY_DN51068_c0_g5,32.268,19.383,48.04,17.736,25.93,31.756,19.322,14.273,37.981,19.854,16.024,19.592,25.805,22.277,22.923
TRINITY_DN44170_c0_g1,6.964,8.187,8.896,10.418,9.934,11.034,8.83,9.331,12.472,9.297,8.988,10.222,7.018,8.821,9.297
TRINITY_DN48651_c0_g2,8.25,11.275,8.375,8.153,6.72,9.806,7.715,11.669,9.195,12.477,7.503,9.017,8.75,9.464,11.772
TRINITY_DN61571_c1_g1,9.655,8.177,12.389,10.398,9.305,9.707,6.972,9.587,13.86,10.465,10.711,10.907,11.789,12.608,14.501
